Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
ENSG00000279467	KB-1125A3.12	22	-	23865248	23873277	0.000000	0.000000	0.000000
ENSG00000244425	RN7SL268P	22	-	23879493	23879790	0.000000	0.000000	0.000000
ENSG00000240972	MIF	22	+	23894004	23895227	71.775833	2303.378662	3000.791260
ENSG00000218537	MIF-AS1	22	-	23894426	23898930	1.014816	27.100241	35.305603
ENSG00000099974	DDTL	22	+	23966901	23972532	3.325182	88.797600	115.683578
ENSG00000272787	KB-226F1.2	22	+	23969211	23969873	0.276018	7.370945	9.602708
ENSG00000099977	DDT	22	-	23971365	23980469	3.206881	522.684326	680.941772
ENSG00000250470	AP000351.3	22	-	23976904	23977585	0.000000	0.000000	0.000000
ENSG00000099984	GSTT2	22	+	23980058	23983915	0.368667	9.845099	12.825980
ENSG00000275004	ZNF280B	22	-	22484421	22509154	1.784204	47.663086	62.094433
ENSG00000169548	ZNF280A	22	-	22513736	22520270	0.811918	21.681932	28.246750
ENSG00000185686	PRAME	22	-	22547701	22559361	36.107819	1598.247925	2082.162354
ENSG00000220891	LL22NC03-63E9.3	22	+	22559343	22566602	0.000000	0.000000	0.000000
ENSG00000253120	IGLV2-34	22	+	22580014	22580296	0.000000	0.000000	0.000000
ENSG00000211656	IGLV2-33	22	+	22588155	22588688	0.000000	0.000000	0.000000
ENSG00000211657	IGLV3-32	22	+	22594528	22595056	0.000000	0.000000	0.000000
ENSG00000253920	IGLV3-31	22	+	22604445	22605165	0.000000	0.000000	0.000000
ENSG00000253329	IGLV3-30	22	+	22618572	22619163	0.000000	0.000000	0.000000
ENSG00000215456	BCRP4	22	+	22630061	22636153	0.000000	0.000000	0.000000
ENSG00000183169	POM121L1P	22	-	22639177	22644473	0.000000	0.000000	0.000000
ENSG00000100121	GGTLC2	22	+	22644475	22647903	0.412739	14.296005	18.624523
ENSG00000253338	IGLV3-29	22	+	22661299	22661542	0.000000	0.000000	0.000000
ENSG00000253451	IGLV2-28	22	+	22664473	22664907	0.000000	0.000000	0.000000
ENSG00000211658	IGLV3-27	22	+	22668288	22668806	0.000000	0.000000	0.000000
ENSG00000253913	IGLV3-26	22	+	22673152	22673602	0.000000	0.000000	0.000000
ENSG00000253779	IGLVVI-25-1	22	+	22679097	22679345	0.000000	0.000000	0.000000
ENSG00000211659	IGLV3-25	22	+	22686726	22687271	0.000000	0.000000	0.000000
ENSG00000232350	LL22NC03-102D1.16	22	+	22689831	22689978	0.000000	0.000000	0.000000
ENSG00000223999	LL22NC03-102D1.18	22	-	22692778	22693312	0.000000	0.000000	0.000000
ENSG00000253822	IGLV3-24	22	+	22694439	22694952	0.000000	0.000000	0.000000
ENSG00000211660	IGLV2-23	22	+	22697789	22698407	0.829681	22.156284	28.864727
ENSG00000253546	IGLVVI-22-1	22	+	22700760	22700970	0.000000	0.000000	0.000000
ENSG00000211661	IGLV3-22	22	+	22704265	22704822	0.000000	0.000000	0.000000
ENSG00000211662	IGLV3-21	22	+	22711689	22713203	0.000000	0.000000	0.000000
ENSG00000254240	IGLVI-20	22	+	22715290	22715419	0.000000	0.000000	0.000000
ENSG00000211663	IGLV3-19	22	+	22720623	22721145	0.000000	0.000000	0.000000
ENSG00000278667	LL22NC03-48A11.14	22	-	22730725	22731090	0.000000	0.000000	0.000000
ENSG00000211664	IGLV2-18	22	+	22734607	22735096	0.000000	0.000000	0.000000
ENSG00000253152	IGLV3-17	22	+	22738944	22739187	0.000000	0.000000	0.000000
ENSG00000211665	IGLV3-16	22	+	22747383	22747911	0.000000	0.000000	0.000000
ENSG00000253786	IGLV3-15	22	+	22755554	22755797	0.000000	0.000000	0.000000
ENSG00000211666	IGLV2-14	22	+	22758700	22759218	60.796021	1623.532349	2115.102539
ENSG00000253590	IGLV3-13	22	+	22762294	22762516	0.000000	0.000000	0.000000
ENSG00000211667	IGLV3-12	22	+	22771824	22772586	0.000000	0.000000	0.000000
ENSG00000231392	LL22NC03-24A12.8	22	+	22774529	22774691	0.000000	0.000000	0.000000
ENSG00000275772	LL22NC03-24A12.9	22	-	22785643	22787268	0.000000	0.000000	0.000000
ENSG00000211668	IGLV2-11	22	+	22792491	22793007	0.000000	0.000000	0.000000
ENSG00000274381	LL22NC03-84E4.13	22	+	22803076	22803360	0.000000	0.000000	0.000000
ENSG00000211669	IGLV3-10	22	+	22811747	22812285	0.000000	0.000000	0.000000
ENSG00000226477	LL22NC03-84E4.11	22	+	22814671	22814926	0.000000	0.000000	0.000000
ENSG00000211670	IGLV3-9	22	+	22819010	22819756	0.000000	0.000000	0.000000
ENSG00000278196	IGLV2-8	22	+	22822658	22823293	0.000000	0.000000	0.000000
ENSG00000237127	LL22NC03-84E4.8	22	+	22834865	22835117	0.000000	0.000000	0.000000
ENSG00000254077	IGLV3-7	22	+	22838602	22838872	0.000000	0.000000	0.000000
ENSG00000253448	IGLV3-6	22	+	22850375	22850624	0.000000	0.000000	0.000000
ENSG00000253234	IGLV2-5	22	+	22856762	22857038	0.000000	0.000000	0.000000
ENSG00000226420	IGLV3-4	22	+	22858025	22858268	0.000000	0.000000	0.000000
ENSG00000211672	IGLV4-3	22	+	22871507	22872035	0.000000	0.000000	0.000000
ENSG00000253963	IGLV3-2	22	+	22873212	22873440	0.000000	0.000000	0.000000
ENSG00000211673	IGLV3-1	22	+	22880706	22881396	0.000000	0.000000	0.000000
ENSG00000264824	MIR5571	22	+	22886267	22886379	0.000000	0.000000	0.000000
ENSG00000254709	IGLL5	22	+	22887780	22896107	0.000000	0.000000	0.000000
ENSG00000211674	IGLJ1	22	+	22893692	22893818	3.672179	98.064011	127.755661
ENSG00000211675	IGLC1	22	+	22895375	22895834	21.347694	570.081299	742.689453
ENSG00000211676	IGLJ2	22	+	22899481	22899655	5.584481	149.131241	194.284927
ENSG00000211677	IGLC2	22	+	22900976	22901437	944.256470	25215.976562	32850.824219
ENSG00000211678	IGLJ3	22	+	22904850	22905025	14.125878	377.225708	491.441406
ENSG00000211679	IGLC3	22	+	22906342	22906803	372.498840	9947.425781	12959.291016
ENSG00000211680	IGLJ4	22	+	22910574	22910606	0.000000	0.000000	0.000000
ENSG00000254029	IGLC4	22	+	22910828	22911075	0.000000	0.000000	0.000000
ENSG00000211681	IGLJ5	22	+	22914237	22914308	0.000000	0.000000	0.000000
ENSG00000254030	IGLC5	22	+	22915635	22915927	6.588297	175.937729	229.207840
ENSG00000211682	IGLJ6	22	+	22918132	22918201	2.201109	58.779701	76.576912
ENSG00000222037	IGLC6	22	+	22919535	22919851	5.236595	139.841095	182.181931
ENSG00000211684	IGLJ7	22	+	22921390	22921435	0.000000	0.000000	0.000000
ENSG00000211685	IGLC7	22	+	22922594	22923034	4.737980	126.525780	164.835037
ENSG00000237472	AP000361.2	22	+	22988263	22988581	0.000000	0.000000	0.000000
ENSG00000223679	AP000362.1	22	+	22990690	23008356	0.000000	0.000000	0.000000
ENSG00000100218	RSPH14	22	-	23059415	23145021	0.002976	2.140506	2.788604
ENSG00000128266	GNAZ	22	+	23070361	23125037	0.191148	43.977325	57.292698
ENSG00000283438	Metazoa_SRP	22	-	23132730	23133005	0.000000	0.000000	0.000000
ENSG00000275635	U7	22	-	23137805	23137864	0.000000	0.000000	0.000000
ENSG00000100228	RAB36	22	+	23145326	23164350	0.659522	19.224497	25.045256
ENSG00000099994	SUSD2	22	+	24181259	24189110	0.348172	10.595444	13.803514
ENSG00000128262	POM121L9P	22	+	24251828	24265525	0.012459	1.330022	1.732723
ENSG00000225098	BCRP1	22	-	24259929	24263764	0.000000	0.000000	0.000000
ENSG00000099998	GGT5	22	-	24219654	24245142	0.245623	15.871041	20.676447
ENSG00000099991	CABIN1	22	+	24011192	24178628	1.960041	351.177917	457.506958
ENSG00000232545	KB-318B8.7	22	+	24101689	24103354	2.224014	59.391373	77.373779
ENSG00000167037	SGSM1	22	+	24806169	24927578	0.083885	2.902414	3.781202
ENSG00000199783	SNORD56	22	-	24901147	24901214	0.000000	0.000000	0.000000
ENSG00000100053	CRYBB3	22	+	25199850	25207363	0.000000	0.000000	0.000000
ENSG00000231466	CTA-246H3.11	22	-	25349543	25350322	0.888462	23.726009	30.909727
ENSG00000197077	KIAA1671	22	+	24952730	25197448	0.233065	100.342804	130.724411
ENSG00000279085	CTA-243E7.4	22	-	25009685	25015072	0.000000	0.000000	0.000000
ENSG00000279548	CTA-243E7.3	22	-	25022594	25024652	0.000000	0.000000	0.000000
ENSG00000279006	CTA-243E7.2	22	-	25048967	25051966	0.000000	0.000000	0.000000
ENSG00000279110	CTA-243E7.1	22	-	25052122	25065241	0.000000	0.000000	0.000000
ENSG00000203280	CTA-221G9.12	22	-	25102433	25112692	0.000000	0.000000	0.000000
ENSG00000271181	CTA-221G9.10	22	-	25179309	25179554	0.000000	0.000000	0.000000
ENSG00000100014	SPECC1L	22	+	24270817	24417740	4.450615	322.386566	419.998169
ENSG00000258555	SPECC1L-ADORA2A	22	+	24270898	24442356	0.654949	17.490141	22.785774
ENSG00000128271	ADORA2A	22	+	24417879	24442360	0.114964	23.064348	30.047731
ENSG00000178803	ADORA2A-AS1	22	-	24429206	24495074	0.000000	0.000000	0.000000
ENSG00000100024	UPB1	22	+	24494107	24528390	0.028425	1.693391	2.206113
ENSG00000228923	AP000355.2	22	+	24516508	24518386	0.000000	0.000000	0.000000
ENSG00000138867	GUCD1	22	-	24540423	24555935	13.930537	543.932007	708.622742
ENSG00000100028	SNRPD3	22	+	24555503	24609980	19.331928	798.995239	1040.913574
ENSG00000100031	GGT1	22	+	24583750	24629005	0.975503	229.454041	298.927704
ENSG00000178026	LRRC75B	22	-	24585620	24593208	1.019871	65.178490	84.913116
ENSG00000230947	AP000356.2	22	+	24598054	24599398	0.000000	0.000000	0.000000
ENSG00000215481	BCRP3	22	+	24632915	24653356	0.355932	26.207827	34.142982
ENSG00000224124	POM121L10P	22	-	24657481	24658765	0.049805	1.330022	1.732723
ENSG00000224806	ARL5AP4	22	+	24686168	24686679	0.000000	0.000000	0.000000
ENSG00000224334	AP000357.4	22	+	24686923	24688087	0.000000	0.000000	0.000000
ENSG00000282012	LL22NC03-N95F10.1	22	-	24691122	24696003	0.000000	0.000000	0.000000
ENSG00000237601	AP000358.5	22	+	24703348	24703503	0.000000	0.000000	0.000000
ENSG00000182351	CRIP1P4	22	+	24712292	24712520	0.000000	0.000000	0.000000
ENSG00000184571	PIWIL3	22	-	24719034	24774720	0.023995	1.524244	1.985752
ENSG00000100068	LRP5L	22	-	25351418	25405377	1.352250	70.783890	92.215714
ENSG00000272942	CTA-246H3.12	22	-	25434324	25435070	0.208835	5.576852	7.265401
ENSG00000272798	CTA-390C10.9	22	+	25436312	25436915	0.000000	0.000000	0.000000
ENSG00000271138	IGLVIVOR22-1	22	-	25437306	25437823	0.000000	0.000000	0.000000
ENSG00000100058	CRYBB2P1	22	+	25448105	25520854	1.298757	155.997467	203.230103
ENSG00000277872	MIR6817	22	+	25455646	25455711	0.000000	0.000000	0.000000
ENSG00000272977	CTA-390C10.10	22	+	25476218	25479971	0.448055	11.965122	15.587900
ENSG00000234884	CTA-407F11.8	22	-	25561117	25564462	0.000000	0.000000	0.000000
ENSG00000100077	GRK3	22	+	25564849	25729294	3.039450	84.833733	110.519539
ENSG00000237387	CTA-407F11.7	22	-	25580241	25581382	0.000000	0.000000	0.000000
ENSG00000224003	YES1P1	22	+	25647261	25649232	0.887592	23.702776	30.879459
ENSG00000222585	RNA5SP494	22	-	25715041	25715169	0.000000	0.000000	0.000000
ENSG00000133454	MYO18B	22	+	25742144	26031041	0.905191	40.165031	52.326126
ENSG00000278960	CTA-407F11.9	22	-	25756318	25756669	0.000000	0.000000	0.000000
ENSG00000231933	CTA-125H2.2	22	-	25876854	25903247	0.000000	0.000000	0.000000
ENSG00000232464	CTA-125H2.1	22	-	25959074	25983526	0.000000	0.000000	0.000000
ENSG00000223056	RN7SKP169	22	-	25963983	25964273	0.000000	0.000000	0.000000
ENSG00000232050	CTA-125H2.3	22	-	26006389	26006532	0.000000	0.000000	0.000000
ENSG00000100095	SEZ6L	22	+	26169474	26383597	0.341486	10.556776	13.753138
ENSG00000224192	RP11-259P1.1	22	-	26241331	26254092	0.000000	0.000000	0.000000
ENSG00000223704	LINC01422	22	+	26858634	26865786	0.081086	2.165368	2.820994
ENSG00000233521	RP5-1172A22.1	22	-	27221349	27224727	0.161783	10.648293	13.872363
ENSG00000280445	RP1-205F14P.1	22	-	27414462	27419713	0.190613	7.142756	9.305426
ENSG00000128203	ASPHD2	22	+	26429273	26445015	0.982127	26.227295	34.168346
ENSG00000100099	HPS4	22	-	26443423	26483837	2.291923	319.678680	416.470367
ENSG00000100104	SRRD	22	+	26483877	26494658	3.291169	104.235786	135.796112
ENSG00000100109	TFIP11	22	-	26491225	26512505	4.890984	276.684265	360.458282
ENSG00000261188	CTA-445C9.14	22	+	26512537	26514568	2.267224	71.362206	92.969124
ENSG00000227838	RP1-213J1P__B.1	22	-	27676559	27714970	0.470085	12.553424	16.354328
ENSG00000231495	RP1-213J1P__B.2	22	+	27707580	27709931	0.000000	0.000000	0.000000
ENSG00000169184	MN1	22	-	27748277	27801498	2.624724	82.420944	107.376213
ENSG00000128294	TPST2	22	-	26521983	26596717	0.439824	98.576202	128.422928
ENSG00000221760	MIR548J	22	-	26555212	26555323	0.714286	19.074711	24.850117
ENSG00000213707	HMGB1P10	22	+	26560526	26561088	2.010657	53.693760	69.951065
ENSG00000100122	CRYBB1	22	-	26599278	26618088	0.371143	9.911220	12.912121
ENSG00000196431	CRYBA4	22	+	26621964	26630672	0.000000	0.000000	0.000000
ENSG00000226912	ISCA2P1	22	-	26644889	26645336	0.000000	0.000000	0.000000
ENSG00000225783	MIAT	22	+	26646428	26676475	0.423702	29.878693	38.925308
ENSG00000278404	MIAT_exon1	22	+	26657521	26657655	0.000011	0.000294	0.000383
ENSG00000206028	CTA-373H7.7	22	-	26667693	26672654	0.000000	0.000000	0.000000
ENSG00000277941	MIAT_exon5_1	22	+	26671402	26671550	0.000070	0.001869	0.002435
ENSG00000275942	MIAT_exon5_2	22	+	26672164	26672248	0.006394	0.170749	0.222448
ENSG00000244625	MIATNB	22	+	26672767	26780207	0.024740	39.187534	51.052666
ENSG00000276991	MIAT_exon5_3	22	+	26673254	26673630	0.005431	0.145033	0.188945
ENSG00000183765	CHEK2	22	-	28687743	28742422	3.718252	260.427185	339.278870
ENSG00000100209	HSCB	22	+	28742031	28757515	2.365094	176.866791	230.418182
ENSG00000180957	PITPNB	22	-	27851669	27920134	3.464418	185.594131	241.787994
ENSG00000235954	TTC28-AS1	22	+	27919376	28008581	0.333344	212.165314	276.404358
ENSG00000277460	TTC28-AS1_1	22	+	27919384	27919545	0.005411	0.144498	0.188249
ENSG00000264073	MIR3199-1	22	-	27920525	27920612	0.000000	0.000000	0.000000
ENSG00000283225	MIR3199-2	22	+	27920526	27920611	1.000000	26.704584	34.790150
ENSG00000276150	TTC28-AS1_2	22	+	27922022	27922178	0.191676	5.118628	6.668437
ENSG00000100154	TTC28	22	-	27978014	28679865	0.152070	92.449722	120.441483
ENSG00000274342	TTC28-AS1_3	22	+	27994474	27994654	0.000000	0.000000	0.000000
ENSG00000276675	TTC28-AS1_4	22	+	28002484	28002595	0.001858	0.049617	0.064640
ENSG00000239249	RN7SL757P	22	-	28056153	28056453	0.000000	0.000000	0.000000
ENSG00000201209	SNORD42	22	-	28232756	28232823	0.000000	0.000000	0.000000
ENSG00000199797	Y_RNA	22	+	28303754	28303850	0.000000	0.000000	0.000000
ENSG00000276162	MIR5739	22	+	28459869	28459948	0.000000	0.000000	0.000000
ENSG00000266503	RN7SL162P	22	-	28642979	28643270	0.000000	0.000000	0.000000
ENSG00000232530	RP1-102K2.6	22	+	30239194	30240538	0.000000	0.000000	0.000000
ENSG00000128342	LIF	22	-	30240447	30246851	6.553792	175.016296	228.007401
ENSG00000268812	RP1-102K2.8	22	+	30246205	30246998	0.000000	0.000000	0.000000
ENSG00000239282	GATSL3	22	-	30285117	30289627	0.653185	38.785286	50.528622
ENSG00000248751	RP1-130H16.18	22	-	30285238	30299482	0.198952	5.904223	7.691894
ENSG00000099992	TBC1D10A	22	-	30291990	30327046	0.284078	89.489120	116.584473
ENSG00000273428	RP4-539M6.22	22	+	30435544	30436247	0.113636	3.034602	3.953413
ENSG00000230137	RP4-539M6.18	22	+	30439837	30440318	0.400415	10.692916	13.930498
ENSG00000181123	RP4-539M6.14	22	+	30475364	30492804	0.000000	0.000000	0.000000
ENSG00000214161	SDC4P	22	-	30481311	30481911	0.000000	0.000000	0.000000
ENSG00000133488	SEC14L4	22	-	30488913	30505711	0.105183	2.862304	3.728947
ENSG00000214491	SEC14L6	22	-	30522799	30546682	0.098467	2.629520	3.425682
ENSG00000225774	SIRPAP1	22	+	30542536	30544305	0.000000	0.000000	0.000000
ENSG00000128242	GAL3ST1	22	-	30554635	30574587	0.029878	6.228283	8.114072
ENSG00000099995	SF3A1	22	-	30331988	30356947	9.989616	378.915039	493.642212
ENSG00000187860	CCDC157	22	+	30356635	30378658	0.200795	10.818295	14.093838
ENSG00000099999	RNF215	22	-	30368811	30421771	0.962658	127.108025	165.593567
ENSG00000100003	SEC14L2	22	+	30396857	30425317	0.922457	82.711464	107.754700
ENSG00000249590	RP4-539M6.19	22	+	30409255	30428990	0.058118	1.562565	2.035676
ENSG00000273350	RP4-539M6.20	22	+	30420512	30420912	0.000000	0.000000	0.000000
ENSG00000222915	RNU6-564P	22	+	30421045	30421148	0.000000	0.000000	0.000000
ENSG00000272689	RP4-539M6.21	22	-	30421206	30421536	1.308157	34.933788	45.510979
ENSG00000242114	MTFP1	22	+	30425530	30429053	6.993500	263.909546	343.815613
ENSG00000100036	SLC35E4	22	+	30635652	30669016	0.633546	35.226311	45.892071
ENSG00000167065	DUSP18	22	-	30652051	30667890	0.237983	26.067307	33.959919
ENSG00000250318	CTA-963H5.5	22	-	30653877	30654814	0.557190	14.879528	19.384724
ENSG00000100029	PES1	22	-	30576625	30607083	5.887325	585.460449	762.725098
ENSG00000223831	RP1-56J10.8	22	+	30598309	30606687	0.000000	0.000000	0.000000
ENSG00000185339	TCN2	22	+	30606838	30627278	3.086803	116.854553	152.235580
ENSG00000183530	PRR14L	22	-	31676256	31750140	4.928890	172.597305	224.856003
ENSG00000239674	RP1-127L4.7	22	+	32141267	32143272	0.000000	0.000000	0.000000
ENSG00000128253	RFPL2	22	-	32190435	32203477	0.000000	0.000000	0.000000
ENSG00000279219	AL008723.1	22	+	32191094	32191452	0.119777	3.198595	4.167060
ENSG00000254127	IGLCOR22-1	22	+	32199919	32200234	0.000000	0.000000	0.000000
ENSG00000128254	C22orf24	22	-	31933521	31945518	0.000000	0.000000	0.000000
ENSG00000128245	YWHAH	22	+	31944461	31957603	4.957441	832.166626	1084.128540
ENSG00000100150	DEPDC5	22	+	31753951	31907034	1.387763	103.470116	134.798615
ENSG00000242251	RN7SL20P	22	+	31757202	31757498	0.299663	8.002376	10.425321
ENSG00000236132	CTA-440B3.1	22	-	31816379	31817491	0.000000	0.000000	0.000000
ENSG00000252909	RNU6-201P	22	+	31837238	31837298	0.000000	0.000000	0.000000
ENSG00000227813	RP1-180M12.1	22	-	31890344	31891434	0.000000	0.000000	0.000000
ENSG00000273325	RP1-90G24.11	22	+	32284683	32285131	0.126949	3.390120	4.416575
ENSG00000234626	RP1-149A16.12	22	-	32327171	32343105	0.000000	0.000000	0.000000
ENSG00000242082	RP1-90G24.10	22	+	32205115	32269666	0.333790	8.913724	11.612604
ENSG00000100191	SLC5A4	22	-	32218476	32255341	0.784236	20.942698	27.283688
ENSG00000214076	CPSF1P1	22	+	32269381	32273110	0.219196	5.853538	7.625862
ENSG00000100220	RTCB	22	-	32387582	32412255	18.812586	769.032898	1001.879272
ENSG00000100225	FBXO7	22	+	32474676	32498829	6.106384	852.547729	1110.680664
ENSG00000159873	CCDC117	22	+	28772674	28789301	9.118890	287.319092	374.313080
ENSG00000100219	XBP1	22	-	28794555	28800597	59.250221	2970.859863	3870.371582
ENSG00000226471	CTA-292E10.6	22	+	28800683	28848559	0.045649	66.199516	86.243286
ENSG00000272858	CTA-292E10.8	22	+	28814914	28815662	0.704940	18.825130	24.524969
ENSG00000224256	CTA-292E10.7	22	-	28835893	28836137	0.000000	0.000000	0.000000
ENSG00000183579	ZNRF3	22	+	28883592	29057487	0.216428	73.480896	95.729309
ENSG00000235786	ZNRF3-IT1	22	+	28992721	29018620	0.593472	15.848423	20.646980
ENSG00000177993	ZNRF3-AS1	22	-	29024999	29031476	0.000000	0.000000	0.000000
ENSG00000100249	C22orf31	22	-	29058672	29061844	0.000000	0.000000	0.000000
ENSG00000183762	KREMEN1	22	+	29073078	29168333	0.627426	57.337894	74.698555
ENSG00000226772	CTA-747E2.10	22	-	29099041	29111683	0.000000	0.000000	0.000000
ENSG00000200871	RNU6-810P	22	+	29134014	29134120	0.000000	0.000000	0.000000
ENSG00000251952	RNU6-1219P	22	-	29191697	29191808	0.000000	0.000000	0.000000
ENSG00000186998	EMID1	22	+	29205851	29259597	0.188449	21.832066	28.442339
ENSG00000100263	RHBDD3	22	-	29259852	29268209	4.054413	252.354584	328.762054
ENSG00000237015	CTA-984G1.5	22	+	29260889	29262037	0.000000	0.000000	0.000000
ENSG00000182944	EWSR1	22	+	29268009	29300525	11.606104	1491.938110	1943.664429
ENSG00000185340	GAS2L1	22	+	29306582	29312785	1.187908	43.301964	56.412853
ENSG00000100276	RASL10A	22	-	29312933	29319679	0.000000	0.000000	0.000000
ENSG00000273216	AC002059.10	22	-	29316744	29317220	0.318658	8.509629	11.086160
ENSG00000100280	AP1B1	22	-	29327680	29423179	2.455146	435.564331	567.443726
ENSG00000280968	MIR3653	22	-	29333158	29333267	1.027067	27.427395	35.731812
ENSG00000239127	SNORD125	22	-	29333163	29333258	0.198152	5.291567	6.893738
ENSG00000242156	AC000041.8	22	-	29419155	29423193	0.253012	6.756580	8.802325
ENSG00000278292	RFPL4AP6	22	+	29432944	29435005	0.000000	0.000000	0.000000
ENSG00000225465	RFPL1S	22	-	29436534	29478175	0.143691	4.076428	5.310682
ENSG00000274457	AC000041.10	22	+	29437583	29437733	0.000000	0.000000	0.000000
ENSG00000128250	RFPL1	22	+	29438583	29442455	0.000000	0.000000	0.000000
ENSG00000282816	AC000035.3	22	-	29480220	29481113	0.000000	0.000000	0.000000
ENSG00000100285	NEFH	22	+	29480230	29491390	1.127159	30.100313	39.214031
ENSG00000100296	THOC5	22	-	29505879	29555216	3.870665	298.704742	389.146027
ENSG00000234208	CTA-256D12.11	22	-	29513889	29535390	0.069204	1.848064	2.407618
ENSG00000184117	NIPSNAP1	22	-	29554808	29581337	16.783318	624.973389	814.201660
ENSG00000186575	NF2	22	+	29603556	29698598	10.285116	354.058838	461.260132
ENSG00000233010	RPEP4	22	+	29608900	29609501	0.661130	17.655201	23.000813
ENSG00000232396	RP1-76B20.11	22	-	29705256	29719859	0.000000	0.000000	0.000000
ENSG00000239446	RP1-76B20.12	22	-	29711820	29719714	0.000000	0.000000	0.000000
ENSG00000100314	CABP7	22	+	29720084	29731839	0.181182	4.838390	6.303349
ENSG00000100319	ZMAT5	22	-	29730956	29767011	2.224249	197.755020	257.630951
ENSG00000200976	Y_RNA	22	+	29758758	29758859	0.000000	0.000000	0.000000
ENSG00000184076	UQCR10	22	+	29767369	29770413	31.265640	986.086853	1284.652466
ENSG00000100325	ASCC2	22	-	29788608	29838304	3.048752	288.642944	376.037750
ENSG00000100330	MTMR3	22	+	29883155	30030866	2.528734	141.930984	184.904602
ENSG00000207455	RNU6-331P	22	-	29899587	29899693	0.000000	0.000000	0.000000
ENSG00000279159	RP3-394A18.1	22	-	29978950	30028236	0.087253	2.330055	3.035545
ENSG00000275818	MIR6818	22	+	30007049	30007113	0.000000	0.000000	0.000000
ENSG00000227117	HORMAD2-AS1	22	-	30008742	30080480	0.000000	0.000000	0.000000
ENSG00000227201	CNN2P1	22	-	30046276	30047193	0.000000	0.000000	0.000000
ENSG00000176635	HORMAD2	22	+	30080174	30177075	0.000000	0.000000	0.000000
ENSG00000226573	CTA-85E5.7	22	-	30105094	30105408	0.000000	0.000000	0.000000
ENSG00000225971	CTA-85E5.6	22	-	30136673	30137681	0.000000	0.000000	0.000000
ENSG00000184792	OSBP2	22	+	30693782	30907824	0.099988	128.520294	167.433441
ENSG00000264661	MIR3200	22	+	30731557	30731641	0.000000	0.000000	0.000000
ENSG00000237977	EIF4HP2	22	+	30902219	30902781	0.730018	19.494829	25.397436
ENSG00000235989	MORC2-AS1	22	+	30922308	30932449	0.098581	4.546722	5.923371
ENSG00000133422	MORC2	22	-	30925130	30968298	4.177106	151.462631	197.322220
ENSG00000253352	TUG1	22	+	30970677	30979395	18.908728	744.437317	969.836731
ENSG00000276664	TUG1_1	22	+	30971005	30971149	0.032329	0.863333	1.124731
ENSG00000276057	TUG1_2	22	+	30971296	30971382	0.072313	1.931089	2.515780
ENSG00000276965	TUG1_3	22	+	30972857	30973093	0.027357	0.730557	0.951754
ENSG00000275307	TUG1_4	22	+	30973417	30973597	0.000000	0.000000	0.000000
ENSG00000269987	RP3-430N8.11	22	-	30976515	30978848	0.129632	3.461769	4.509917
ENSG00000269972	RP3-430N8.10	22	-	30977516	30977858	0.156270	4.173125	5.436657
ENSG00000278920	RP3-412A9.17	22	+	31051630	31068327	0.023120	0.617410	0.804348
ENSG00000240186	RN7SL633P	22	+	31059989	31060285	0.000000	0.000000	0.000000
ENSG00000183963	SMTN	22	+	31064105	31104757	1.560036	219.263336	285.651489
ENSG00000273387	RP3-412A9.16	22	-	31082156	31083565	0.940461	25.114620	32.718781
ENSG00000198832	SELM	22	-	31104772	31120069	1.129789	136.078842	177.280548
ENSG00000235573	RP3-412A9.12	22	+	31113017	31113396	0.000000	0.000000	0.000000
ENSG00000185133	INPP5J	22	+	31122731	31134696	0.182082	6.676146	8.697537
ENSG00000100078	PLA2G3	22	-	31134809	31140607	0.800148	21.367620	27.837269
ENSG00000214125	RP3-412A9.15	22	-	31155966	31156647	0.000000	0.000000	0.000000
ENSG00000264141	MIR3928	22	-	31160062	31160119	0.000000	0.000000	0.000000
ENSG00000138942	RNF185	22	+	31160183	31207019	5.644038	172.774948	225.087433
ENSG00000254835	RNF185-AS1	22	-	31205264	31205616	0.000000	0.000000	0.000000
ENSG00000182541	LIMK2	22	+	31212239	31280080	1.055255	162.761673	212.042374
ENSG00000199695	RNU6-1128P	22	-	31222745	31222853	0.000000	0.000000	0.000000
ENSG00000202019	Y_RNA	22	-	31230071	31230172	0.000000	0.000000	0.000000
ENSG00000100100	PIK3IP1	22	-	31281593	31292534	1.846255	79.030968	102.959816
ENSG00000228839	PIK3IP1-AS1	22	+	31292499	31338021	0.000000	0.000000	0.000000
ENSG00000212542	RNA5SP496	22	+	31305404	31305512	0.000000	0.000000	0.000000
ENSG00000100105	PATZ1	22	-	31325804	31346232	4.554880	266.966675	347.798370
ENSG00000213888	LINC01521	22	+	31346777	31348719	0.603191	16.614899	21.645527
ENSG00000206615	RNU6-338P	22	-	31388733	31388837	0.000000	0.000000	0.000000
ENSG00000185721	DRG1	22	+	31399523	31528740	14.308093	493.020721	642.296631
ENSG00000184708	EIF4ENIF1	22	-	31436977	31496108	2.052104	138.779510	180.798920
ENSG00000240591	RP11-247I13.11	22	+	31454251	31464204	0.000000	0.000000	0.000000
ENSG00000199248	RNU6-28P	22	-	31479383	31479489	0.000000	0.000000	0.000000
ENSG00000198089	SFI1	22	+	31488688	31618586	0.517209	252.403336	328.825562
ENSG00000233733	H2AFZP6	22	-	31521199	31521592	0.000000	0.000000	0.000000
